0.000000000000000000e+00,1.779363337977436288e+01,4.741395449197327139e+00,-9.810790752897531775e+00,-3.572200230054268388e+01,-2.049846215991706799e+00
0.000000000000000000e+00,-1.513422790273182272e-01,-1.990998624056557276e+01,-1.762492037410645196e+01,-2.035537898014024449e+01,-3.180328351302366485e+01
0.000000000000000000e+00,-3.696154019169426874e+01,-2.652863842834875641e+01,-5.922673378721912485e+01,-4.749418897281216090e+01,-3.346306815713337812e+01
0.000000000000000000e+00,2.984049623244004579e+00,2.507336067294389181e+00,2.232268224887548058e+00,4.639514890658205104e-01,1.197159427080413252e+01
0.000000000000000000e+00,-6.824489311108379752e+00,-8.537208428504513336e+00,-2.043491383210471213e+01,-8.884169460039544219e+00,-1.709592540822796991e+00
0.000000000000000000e+00,-3.666921902151243984e+01,-3.650474382000580675e+01,-2.436593517216144278e+01,-3.195850603248257471e+01,-3.997086898922074738e+01
0.000000000000000000e+00,4.451071495337615147e+00,3.936645639833400878e+00,-4.566834544630438586e+00,-7.789321543273786119e+00,-4.326149618857115797e+00
0.000000000000000000e+00,1.058231796645651457e+01,1.064472387903740014e+01,6.844367284353822356e+00,5.526267670003562671e+00,5.080773499842308638e+00
0.000000000000000000e+00,5.602489850052478459e+00,-7.222468215493165644e+00,-1.010096945267869728e+01,-2.063587333795038603e+01,-2.342699172241768224e+01
0.000000000000000000e+00,1.671688962507199960e+01,1.311470604110751026e+01,-5.697332715751741716e-01,2.350282775258321522e+00,-4.304984018256035938e+00
0.000000000000000000e+00,1.834351009763679485e+00,-5.972560267375939702e+00,-1.066273416580037292e+01,-1.200468042030604465e+01,-1.837493224578280149e+01
0.000000000000000000e+00,-4.940257889474531083e+01,-4.725678958174584920e+01,-3.508948621828540126e+01,-5.032017885446306593e+01,-5.172978431852430958e+01
0.000000000000000000e+00,-2.690697990047539179e+00,-1.038241494354537053e+01,-1.285731468073873884e+01,-2.259069645398973591e+01,-1.706832420420747098e+01
0.000000000000000000e+00,-2.389602197923382221e+01,-2.277964696067486727e+01,-2.539685117288424010e+01,-3.594119781241069234e+01,-3.199880683806746617e+01
0.000000000000000000e+00,-2.671220351711085073e+00,-8.883954527109551691e+00,-2.753560626477745643e+01,-2.941410702658387777e+01,-2.831133399461232614e+01
0.000000000000000000e+00,-2.855155710319901630e+01,-4.476061296149677560e+01,-4.196579376709092912e+01,-5.167675804370665560e+01,-4.156330875441717865e+01
0.000000000000000000e+00,-4.196576082070242819e+01,-2.890667940314611428e+01,-5.897595196797465178e+01,-6.962449373375574169e+01,-4.402880987245399069e+01
0.000000000000000000e+00,-4.051012419617408256e+01,-1.410308877461285704e+01,-3.784572984157431108e+01,-5.274728853138208251e+01,-3.304519063518930011e+01
0.000000000000000000e+00,-4.817579884359733455e+01,-1.836480286726160216e+01,-4.452995329846169170e+01,-3.089889678136488271e+01,-4.762947280108414816e+01
0.000000000000000000e+00,-4.042959203179464112e+01,-5.800022248351271514e+01,-3.603207755038353355e+01,-6.312743084640139557e+01,-7.062984800145753184e+01
0.000000000000000000e+00,-4.455974702693261946e+01,-2.040563089548811604e+01,-5.432849913974330036e+01,-3.685794739849556834e+01,-5.981759735735659689e+01
0.000000000000000000e+00,-1.304898143515096365e+01,-2.558536594390858454e+01,-2.446807689248399242e+01,-3.230569612129009727e+01,-3.348502421541043361e+01
0.000000000000000000e+00,-3.874769773752159807e+01,-1.462593220642851577e+01,-4.653242622825185748e+01,-4.944935243378803591e+01,-5.194471712134771479e+01
0.000000000000000000e+00,-3.352605357810389819e+01,-3.869798958905702335e+01,-4.155311412921945191e+01,-6.127495291416984458e+01,-5.460047537875522750e+01
0.000000000000000000e+00,-3.835469198709590444e+01,-7.887998456333704667e+00,-4.963777867509907082e+01,-4.815541493314609056e+01,-5.473364686919462940e+01
0.000000000000000000e+00,-3.125106175258723340e+01,-3.050117052542447027e+01,-2.801976689942340215e+01,-3.873841937352876386e+01,-2.911775287010570423e+01
0.000000000000000000e+00,-2.145155787843216899e+01,-4.190116641903455985e+01,-2.745495000282322451e+01,-2.913410674190295424e+01,-3.856106162419388284e+01
0.000000000000000000e+00,4.890605185698504442e+00,-2.449282886300269979e+01,-2.404200665414514049e+01,-2.220974153297940745e+01,-3.057364197629590308e+01
0.000000000000000000e+00,6.814207451299765239e+00,8.419632496250528675e+00,-6.345592695932879224e+00,9.106467937279219882e+00,1.081772618539190489e+01
0.000000000000000000e+00,-4.023932809435432745e+01,-1.477265333971223527e+01,-2.437968141297791647e+01,-4.173602743839920493e+01,-2.699008088904153624e+01
